,time,Measure,kWh,label
7440,2022-01-06 09:45:00,AB3 - Main 3R,36.3375,unclassified
7459,2022-01-06 10:00:00,AB3 - Main 3R,36.425,unclassified
7483,2022-01-06 10:15:00,AB3 - Main 3R,36.075,unclassified
7490,2022-01-06 10:30:00,AB3 - Main 3R,35.72499999999999,unclassified
7522,2022-01-06 10:45:00,AB3 - Main 3R,35.375,unclassified
7528,2022-01-06 11:00:00,AB3 - Main 3R,35.025,unclassified
7554,2022-01-06 11:15:00,AB3 - Main 3R,35.2125,unclassified
7585,2022-01-06 11:30:00,AB3 - Main 3R,35.4,unclassified
7594,2022-01-06 11:45:00,AB3 - Main 3R,35.5875,unclassified
7625,2022-01-06 12:00:00,AB3 - Main 3R,35.775,unclassified
7644,2022-01-06 12:15:00,AB3 - Main 3R,36.33125,unclassified
7662,2022-01-06 12:30:00,AB3 - Main 3R,36.8875,unclassified
7692,2022-01-06 12:45:00,AB3 - Main 3R,37.44375,unclassified
7717,2022-01-06 13:00:00,AB3 - Main 3R,38.0,unclassified
7733,2022-01-06 13:15:00,AB3 - Main 3R,37.5375,unclassified
7758,2022-01-06 13:30:00,AB3 - Main 3R,37.075,unclassified
7764,2022-01-06 13:45:00,AB3 - Main 3R,36.6125,unclassified
7798,2022-01-06 14:00:00,AB3 - Main 3R,36.15,unclassified
7809,2022-01-06 14:15:00,AB3 - Main 3R,36.29375,unclassified
7837,2022-01-06 14:30:00,AB3 - Main 3R,36.4375,unclassified
7860,2022-01-06 14:45:00,AB3 - Main 3R,36.58125,unclassified
7879,2022-01-06 15:00:00,AB3 - Main 3R,36.725,unclassified
7909,2022-01-06 15:15:00,AB3 - Main 3R,36.5125,unclassified
7934,2022-01-06 15:30:00,AB3 - Main 3R,36.3,unclassified
7940,2022-01-06 15:45:00,AB3 - Main 3R,36.0875,unclassified
7979,2022-01-06 16:00:00,AB3 - Main 3R,35.875,unclassified
7998,2022-01-06 16:15:00,AB3 - Main 3R,36.05625,unclassified
8016,2022-01-06 16:30:00,AB3 - Main 3R,36.2375,unclassified
8028,2022-01-06 16:45:00,AB3 - Main 3R,36.41875,unclassified
8067,2022-01-06 17:00:00,AB3 - Main 3R,36.6,unclassified
8083,2022-01-06 17:15:00,AB3 - Main 3R,36.55,unclassified
8106,2022-01-06 17:30:00,AB3 - Main 3R,36.5,unclassified
8133,2022-01-06 17:45:00,AB3 - Main 3R,36.45,unclassified
8152,2022-01-06 18:00:00,AB3 - Main 3R,36.4,unclassified
8165,2022-01-06 18:15:00,AB3 - Main 3R,36.36875,unclassified
8199,2022-01-06 18:30:00,AB3 - Main 3R,36.3375,unclassified
8221,2022-01-06 18:45:00,AB3 - Main 3R,36.30625,unclassified
8226,2022-01-06 19:00:00,AB3 - Main 3R,36.275,unclassified
8249,2022-01-06 19:15:00,AB3 - Main 3R,36.15625,unclassified
8286,2022-01-06 19:30:00,AB3 - Main 3R,36.0375,unclassified
8304,2022-01-06 19:45:00,AB3 - Main 3R,35.91875,unclassified
8325,2022-01-06 20:00:00,AB3 - Main 3R,35.8,unclassified
8353,2022-01-06 20:15:00,AB3 - Main 3R,36.21875,unclassified
8375,2022-01-06 20:30:00,AB3 - Main 3R,36.6375,unclassified
8384,2022-01-06 20:45:00,AB3 - Main 3R,37.05625,unclassified
8411,2022-01-06 21:00:00,AB3 - Main 3R,37.475,unclassified
8429,2022-01-06 21:15:00,AB3 - Main 3R,37.38125,unclassified
8451,2022-01-06 21:30:00,AB3 - Main 3R,37.2875,unclassified
8475,2022-01-06 21:45:00,AB3 - Main 3R,37.19375,unclassified
8506,2022-01-06 22:00:00,AB3 - Main 3R,37.1,unclassified
8524,2022-01-06 22:15:00,AB3 - Main 3R,37.05625,unclassified
8535,2022-01-06 22:30:00,AB3 - Main 3R,37.0125,unclassified
8558,2022-01-06 22:45:00,AB3 - Main 3R,36.96875,unclassified
